id,focus,signal,slack,drag,confidence,score,lane
l001,fill risk,35,33,6,25,145,watch
l002,portfolio drift,35,34,6,55,176,ship
l003,quote width,35,35,6,85,207,ship
l004,spread pressure,35,36,18,25,112,hold
l005,fill risk,35,37,18,55,143,watch
l006,portfolio drift,35,38,18,85,174,watch
l007,quote width,35,39,34,25,67,hold
l008,spread pressure,35,40,34,55,98,hold
l009,fill risk,35,41,34,85,129,watch
l010,portfolio drift,60,42,6,25,229,ship
l011,quote width,60,43,6,55,260,ship
l012,spread pressure,60,44,6,85,291,ship
l013,fill risk,60,45,18,25,196,ship
l014,portfolio drift,60,46,18,55,227,ship
l015,quote width,60,47,18,85,258,ship
l016,spread pressure,60,48,34,25,151,watch
l017,fill risk,60,32,34,55,165,watch
l018,portfolio drift,60,33,34,85,196,ship
l019,quote width,85,34,6,25,296,ship
l020,spread pressure,85,35,6,55,327,ship
l021,fill risk,85,36,6,85,358,ship
l022,portfolio drift,85,37,18,25,263,ship
l023,quote width,85,38,18,55,294,ship
l024,spread pressure,85,39,18,85,325,ship
l025,fill risk,85,40,34,25,218,ship
l026,portfolio drift,85,41,34,55,249,ship
l027,quote width,85,42,34,85,280,ship
